stop_lat,zone_id,stop_lon,stop_id,stop_desc,stop_name,location_type,stop_code
38.5201,,-90.32221,9401,FAR SIDE UNION RD @ TIMM DR,UNION RD @ TIMM DR,0,9401
38.556297,,-89.984426,11620,FAR SIDE N ILLINOIS ST (IL ROUTE 159) @ HUNTWOOD DR,N ILLINOIS ST (IL ROUTE 159) @ HUNTWOOD DR,0,11620
38.669597,,-90.236668,7984,FAR SIDE NEWSTEAD AVE @ NATURAL BRIDGE AVE,NEWSTEAD AVE @ NATURAL BRIDGE AVE,0,7984
38.53635,,-89.987446,11626,NEAR SIDE SWANSEA LOOP @ METROLINK,SWANSEA LOOP @ METROLINK,0,11626
38.667423,,-90.238195,7986,FAR SIDE NEWSTEAD AVE @ ASHLAND AVE,NEWSTEAD AVE @ ASHLAND AVE,0,7986
38.51437,,-90.327606,9404,FAR SIDE UNION RD @ BELLEWOOD DR,UNION RD @ BELLEWOOD DR,0,9404
38.665196,,-90.239757,7988,NEAR SIDE NEWSTEAD AVE @ LABADIE AVE,NEWSTEAD AVE @ LABADIE AVE,0,7988
38.664367,,-90.240451,7989,NEAR SIDE NEWSTEAD AVE @ ST LOUIS AVE,NEWSTEAD AVE @ ST LOUIS AVE,0,7989
38.514227,,-90.327468,9409,NEAR SIDE UNION RD @ BELLEWOOD DR,UNION RD @ BELLEWOOD DR,0,9409
38.544384,,-89.983986,11628,NEAR SIDE N ILLINOIS ST (IL ROUTE 159) @ ROSEWOOD VILLAGE DR,N ILLINOIS ST (IL ROUTE 159) @ ROSEWOOD VILLAGE DR,0,11628
38.629525,,-90.235254,10624,,GRAND METROLINK STATION,0,10624
38.635838,,-90.261928,10625,,CENTRAL WEST END METROLINK STATION,0,10625
38.647787,,-90.284648,10626,,FOREST PARK METROLINK STATION,0,10626
38.655513,,-90.294481,10627,,DELMAR METROLINK STATION,0,10627
38.595006,,-90.032297,11979,FAR SIDE ST CLAIR AVE @ WILSHIRE DR,ST CLAIR AVE @ WILSHIRE DR,0,11979
38.594682,,-90.026816,11978,FAR SIDE ST CLAIR AVE @ ESTATES VIEW DR,ST CLAIR AVE @ ESTATES VIEW DR,0,11978
38.59303,,-90.005015,11971,MID-BLOCK LINCOLN TRL @ 10251 LINCOLN TRL,LINCOLN TRL @ 10251 LINCOLN TRL,0,11971
38.593024,,-90.003589,11970,FAR SIDE LINCOLN TRL @ MARK DR,LINCOLN TRL @ MARK DR,0,11970
38.594338,,-90.020572,11977,NEAR SIDE ST CLAIR AVE @ FAIRVIEW DR,ST CLAIR AVE @ FAIRVIEW DR,0,11977
38.594175,,-90.01771,11976,NEAR SIDE ST CLAIR AVE @ WEINEL DR,ST CLAIR AVE @ WEINEL DR,0,11976
38.594079,,-90.015833,11975,NEAR SIDE ST CLAIR AVE @ ST CLAIR RD,ST CLAIR AVE @ ST CLAIR RD,0,11975
38.593908,,-90.013076,11974,FAR SIDE ST CLAIR AVE @ BUNKUM RD,ST CLAIR AVE @ BUNKUM RD,0,11974
38.607346,,-90.103655,13198,NEAR SIDE STATE ST @ N 49TH ST,STATE ST @ N 49TH ST,0,13198
38.60493,,-90.095576,13193,NEAR SIDE STATE ST @ N 56TH ST,STATE ST @ N 56TH ST,0,13193
38.604703,,-90.094488,13192,NEAR SIDE STATE ST @ N 57TH ST,STATE ST @ N 57TH ST,0,13192
38.604311,,-90.092712,13190,FAR SIDE STATE ST @ N 59TH ST,STATE ST @ N 59TH ST,0,13190
38.606818,,-90.101312,13197,FAR SIDE STATE ST @ N 51ST ST,STATE ST @ N 51ST ST,0,13197
38.606538,,-90.100131,13196,FAR SIDE STATE ST @ N 52ND ST,STATE ST @ N 52ND ST,0,13196
38.606168,,-90.098672,13195,NEAR SIDE STATE ST @ N 53RD ST,STATE ST @ N 53RD ST,0,13195
38.605502,,-90.096798,13194,NEAR SIDE STATE ST @ N 55TH ST,STATE ST @ N 55TH ST,0,13194
38.751127,,-90.24198,4559,NEAR SIDE CHAMBERS RD @ CASTLE DR,CHAMBERS RD @ CASTLE DR,0,4559
38.750434,,-90.234746,4556,NEAR SIDE CHAMBERS RD @ NORTHAMPTON DR,CHAMBERS RD @ NORTHAMPTON DR,0,4556
38.649779,,-90.285205,13426,NEAR SIDE WATERMAN BLVD @ DEBALIVIERE AVE,WATERMAN BLVD @ DEBALIVIERE AVE,0,13426
38.60501,,-90.268379,7325,FAR SIDE ARSENAL ST @ KINGSHIGHWAY BLVD,ARSENAL ST @ KINGSHIGHWAY BLVD,0,7325
38.605077,,-90.267138,7326,NEAR SIDE ARSENAL ST @ MAURY AVE,ARSENAL ST @ MAURY AVE,0,7326
38.604913,,-90.264832,7327,NEAR SIDE ARSENAL ST @ PORTIS AVE,ARSENAL ST @ PORTIS AVE,0,7327
38.605972,,-90.279226,7320,FAR SIDE ARSENAL ST @ MACKLIND AVE,ARSENAL ST @ MACKLIND AVE,0,7320
38.605655,,-90.276062,7321,NEAR SIDE ARSENAL ST @ BRANNON AVE,ARSENAL ST @ BRANNON AVE,0,7321
38.605392,,-90.273501,7322,NEAR SIDE ARSENAL ST @ HEREFORD ST,ARSENAL ST @ HEREFORD ST,0,7322
38.605561,,-90.58557,10084,FAR SIDE CLARKSON RD @ CLAYTON RD,CLARKSON RD @ CLAYTON RD,0,10084
38.609218,,-90.585568,10085,FAR SIDE CLARKSON RD @ CLARKSON FARM DR,CLARKSON RD @ CLARKSON FARM DR,0,10085
38.616857,,-90.584404,10086,NEAR SIDE CLARKSON RD @ DOWNALL GREEN DR,CLARKSON RD @ DOWNALL GREEN DR,0,10086
38.621079,,-90.582114,10087,NEAR SIDE CLARKSON RD @ KEHRS MILL RD,CLARKSON RD @ KEHRS MILL RD,0,10087
38.607901,,-90.570829,10080,FAR SIDE CLAYTON RD @ MAYFAIR DR,CLAYTON RD @ MAYFAIR DR,0,10080
38.60513,,-90.576023,10082,FAR SIDE CLAYTON RD @ CLA-TER-RI DR,CLAYTON RD @ CLA-TER-RI DR,0,10082
38.604915,,-90.578197,10083,NEAR SIDE CLAYTON RD @ MEADOW BRIDGE DR,CLAYTON RD @ MEADOW BRIDGE DR,0,10083
38.578359,,-90.230952,6460,NEAR SIDE OHIO AVE @ BROADWAY,OHIO AVE @ BROADWAY,0,6460
38.62051,,-90.148874,12955,FAR SIDE ST LOUIS AVE @ N 13TH ST,ST LOUIS AVE @ N 13TH ST,0,12955
38.699902,,-90.420461,15676,NEAR SIDE BALL DR @ PAGE SERVICE DR,BALL DR @ PAGE SERVICE DR,0,15676
38.699937,,-90.420206,15677,FAR SIDE BALL DR @ PAGE SERVICE DR,BALL DR @ PAGE SERVICE DR,0,15677
38.61787,,-90.142498,12950,NEAR SIDE ML KING DRIVE @ N 16TH ST,ML KING DRIVE @ N 16TH ST,0,12950
38.618909,,-90.144278,12951,FAR SIDE N 15TH ST @ ML KING DR,N 15TH ST @ ML KING DR,0,12951
38.618603,,-90.146575,12953,NEAR SIDE ST LOUIS AVE @ COLUMBIA PL,ST LOUIS AVE @ COLUMBIA PL,0,12953
38.625074,,-90.154268,12958,FAR SIDE ST LOUIS AVE @ N 8TH ST,ST LOUIS AVE @ N 8TH ST,0,12958
38.62623,,-90.156106,12959,FAR SIDE N 6TH ST @ ST LOUIS AVE,N 6TH ST @ ST LOUIS AVE,0,12959
38.705948,,-90.341281,7069,FAR SIDE ST CHARLES ROCK RD @ ENDICOTT AVE,ST CHARLES ROCK RD @ ENDICOTT AVE,0,7069
38.703221,,-90.336179,7068,FAR SIDE ST CHARLES ROCK RD @ LACKLAND RD,ST CHARLES ROCK RD @ LACKLAND RD,0,7068
38.70103,,-90.332005,7067,FAR SIDE ST CHARLES ROCK RD @ NORTH AND SOUTH RD,ST CHARLES ROCK RD @ NORTH AND SOUTH RD,0,7067
38.699921,,-90.329953,7066,FAR SIDE ST CHARLES ROCK RD @ WHEATON AVE,ST CHARLES ROCK RD @ WHEATON AVE,0,7066
38.699036,,-90.328318,7065,FAR SIDE ST CHARLES ROCK RD @ N HANLEY RD,ST CHARLES ROCK RD @ N HANLEY RD,0,7065
38.697775,,-90.325907,7064,FAR SIDE ST CHARLES ROCK RD @ CARSON RD,ST CHARLES ROCK RD @ CARSON RD,0,7064
38.648713,,-90.328105,14793,MID-BLOCK FORSYTH BLVD @ FORSYTH METROLINK,FORSYTH BLVD @ FORSYTH METROLINK,0,14793
38.693187,,-90.317305,7061,FAR SIDE ST CHARLES ROCK RD @ NORMANDY DR,ST CHARLES ROCK RD @ NORMANDY DR,0,7061
38.690872,,-90.314119,7060,NEAR SIDE ST CHARLES ROCK RD @ AUSTIN DR,ST CHARLES ROCK RD @ AUSTIN DR,0,7060
38.575911,,-90.23388,6462,NEAR SIDE OSCEOLA ST @ CALIFORNIA AVE,OSCEOLA ST @ CALIFORNIA AVE,0,6462
38.610878,,-90.104073,12482,FAR SIDE N 47TH ST @ C JORDAN STADIUM ENTRANCE,N 47TH ST @ C JORDAN STADIUM ENTRANCE,0,12482
38.593008,,-89.990377,15907,NEAR SIDE COMMERCE LN @ LINCOLN TRL,COMMERCE LN @ LINCOLN TRL,0,15907
38.611364,,-90.096836,12480,FAR SIDE SUMMIT AVE @ N 53RD ST,SUMMIT AVE @ N 53RD ST,0,12480
38.57257,,-89.929836,15905,MID-BLOCK CENTRAL PARK DR @ DRURY INN (OPP),CENTRAL PARK DR @ DRURY INN (OPP),0,15905
38.621587,,-90.11109,12486,NEAR SIDE N 37TH ST @ MONK AVE,N 37TH ST @ MONK AVE,0,12486
38.623265,,-90.111116,12487,NEAR SIDE N 37TH ST @ BUMKUM RD,N 37TH ST @ BUMKUM RD,0,12487
38.616203,,-90.109552,12484,NEAR SIDE ST CLAIR AVE @ N 40TH ST,ST CLAIR AVE @ N 40TH ST,0,12484
38.714447,,-90.450667,6966,NEAR SIDE DORSETT RD @ MCKELVEY HILL DR,DORSETT RD @ MCKELVEY HILL DR,0,6966
38.536976,,-89.870254,15458,MID-BLOCK W WINTERS ST @ 312 W WINTERS BUILDING #1948,W WINTERS ST @ 312 W WINTERS BUILDING #1948,0,15458
38.708096,,-90.446232,6968,NEAR SIDE PROGRESS PKWY @ 77 PROGRESS PKWY,PROGRESS PKWY @ 77 PROGRESS PKWY,0,6968
38.471809,,-90.304682,8154,NEAR SIDE TELEGRAPH RD @ 5521 TELEGRAPH RD,TELEGRAPH RD @ 5521 TELEGRAPH RD,0,8154
38.67767,,-90.259267,8627,FAR SIDE UNION BLVD @ LEXINGTON AVE,UNION BLVD @ LEXINGTON AVE,0,8627
38.6671,,-90.266661,8620,NEAR SIDE UNION BLVD @ THEODOSIA AVE,UNION BLVD @ THEODOSIA AVE,0,8620
38.668027,,-90.266021,8621,NEAR SIDE UNION BLVD @ COTE BRILLIANTE AVE,UNION BLVD @ COTE BRILLIANTE AVE,0,8621
38.637815,,-90.024304,15908,NEAR SIDE S MAIN ST @ W SCATES ST,S MAIN ST @ W SCATES ST,0,15908
38.47982,,-90.304536,8151,FAR SIDE TELEGRAPH RD @ CATHEDRAL DR,TELEGRAPH RD @ CATHEDRAL DR,0,8151
38.498369,,-90.33852,9988,FAR SIDE LEMAY FERRY RD @ KELLER PLAZA DR,LEMAY FERRY RD @ KELLER PLAZA DR,0,9988
38.500976,,-90.332577,9989,NEAR SIDE LEMAY FERRY RD @ FORDER ROAD,LEMAY FERRY RD @ FORDER ROAD,0,9989
38.49499,,-90.343769,9987,NEAR SIDE LEMAY FERRY RD @ KASSEBAUM LN,LEMAY FERRY RD @ KASSEBAUM LN,0,9987
38.49327,,-89.817494,11025,NEAR SIDE W MAIN ST @ N COUNTY RD,W MAIN ST @ N COUNTY RD,0,11025
38.631083,,-90.19994,14501,NEAR SIDE 14TH ST @ LOCUST ST,14TH ST @ LOCUST ST,0,14501
38.632132,,-90.198064,14500,FAR SIDE WASHINGTON AVE @ 13TH ST,WASHINGTON AVE @ 13TH ST,0,14500
38.630546,,-90.191367,14503,FAR SIDE WASHINGTON AVE @ 8TH ST,WASHINGTON AVE @ 8TH ST,0,14503
38.631015,,-90.193458,14502,FAR SIDE WASHINGTON AVE @ 10TH ST,WASHINGTON AVE @ 10TH ST,0,14502
38.496262,,-89.806494,11029,FAR SIDE W HARNETT ST @ N 6TH ST,W HARNETT ST @ N 6TH ST,0,11029
38.511747,,-90.291145,414,FAR SIDE TELEGRAPH RD @ BETTY JEAN LN,TELEGRAPH RD @ BETTY JEAN LN,0,414
38.540029,,-90.496906,1388,FAR SIDE VALLEY PARK PARK RIDE LOT LOOP,VALLEY PARK PARK RIDE LOT LOOP,0,1388
38.540025,,-90.266092,412,,CATALAN LOOP,0,412
38.561903,,-90.242069,6467,FAR SIDE BROADWAY @ BATES ST,BROADWAY @ BATES ST,0,6467
38.63687,,-90.10511,12408,NEAR SIDE FOREST BLVD @ N 43TH ST,FOREST BLVD @ N 43TH ST,0,12408
38.520009,,-89.983932,11368,NEAR SIDE E F ST @ N ILLINOIS ST,E F ST @ N ILLINOIS ST,0,11368
38.51997,,-89.985345,11369,NEAR SIDE W F ST @ N 1ST ST,W F ST @ N 1ST ST,0,11369
38.521725,,-89.980296,11366,FAR SIDE N DOUGLAS AVE @ LEBANON AVE,N DOUGLAS AVE @ LEBANON AVE,0,11366
38.520582,,-89.98211,11367,NEAR SIDE LEBANON AVE @ N JACKSON ST,LEBANON AVE @ N JACKSON ST,0,11367
38.519832,,-89.984304,11364,NEAR SIDE W F ST @ N ILLINOIS ST,W F ST @ N ILLINOIS ST,0,11364
38.520288,,-89.982217,11365,FAR SIDE LEBANON  AVE @ N JACKSON ST,LEBANON  AVE @ N JACKSON ST,0,11365
38.519826,,-89.987129,11362,NEAR SIDE W F ST @ N 2ND ST,W F ST @ N 2ND ST,0,11362
38.519811,,-89.985716,11363,NEAR SIDE W F ST @ N 1ST ST,W F ST @ N 1ST ST,0,11363
38.519871,,-89.989548,11360,FAR SIDE W F ST @ PLEASANT HILL DR,W F ST @ PLEASANT HILL DR,0,11360
38.519849,,-89.988391,11361,NEAR SIDE W F ST @ N 3RD ST,W F ST @ N 3RD ST,0,11361
38.649639,,-90.284916,5270,NEAR SIDE DEBALIVIERE AVE @ WATERMAN BLVD,DEBALIVIERE AVE @ WATERMAN BLVD,0,5270
38.59507,,-90.308984,1770,NEAR SIDE JAMIESON AVE @ LINDENWOOD PL,JAMIESON AVE @ LINDENWOOD PL,0,1770
38.600446,,-90.307956,1773,FAR SIDE JAMIESON AVE @ MARQUETTE AVE,JAMIESON AVE @ MARQUETTE AVE,0,1773
38.774464,,-90.26937,6688,NEAR SIDE NETHERTON DR @ MEHL AVE,NETHERTON DR @ MEHL AVE,0,6688
38.774235,,-90.270985,6689,FAR SIDE NEW HALLS FERRY RD @ NETHERTON DR,NEW HALLS FERRY RD @ NETHERTON DR,0,6689
38.7774,,-90.255221,6680,NEAR SIDE LANDSEER DR @ OLSON DR,LANDSEER DR @ OLSON DR,0,6680
38.778613,,-90.255171,6681,NEAR SIDE LANDSEER DR @ REDMAN RD,LANDSEER DR @ REDMAN RD,0,6681
38.778736,,-90.258493,6683,NEAR SIDE REDMAN RD @ PRITCHARD DR,REDMAN RD @ PRITCHARD DR,0,6683
38.778771,,-90.262792,6685,FAR SIDE REDMAN RD @ GARHAM DR,REDMAN RD @ GARHAM DR,0,6685
38.778166,,-90.264828,6687,NEAR SIDE OLD HALLS FERRY RD @ REDMAN RD,OLD HALLS FERRY RD @ REDMAN RD,0,6687
38.675818,,-90.311937,2428,NEAR SIDE PAGE AVE @ COLBY AVE,PAGE AVE @ COLBY AVE,0,2428
38.677041,,-90.314785,2429,FAR SIDE PAGE AVE @ PENNSYLVANIA AVE,PAGE AVE @ PENNSYLVANIA AVE,0,2429
38.671598,,-90.293906,2420,FAR SIDE STEPHEN JONES AVE @ PAGE  AVE,STEPHEN JONES AVE @ PAGE  AVE,0,2420
38.668724,,-90.294767,2422,NEAR SIDE STEPHEN  JONES AVE @ PLYMOUTH AVE,STEPHEN  JONES AVE @ PLYMOUTH AVE,0,2422
38.669001,,-90.298936,2424,FAR SIDE PLYMOUTH AVE @ WELLSTON METROLINK,PLYMOUTH AVE @ WELLSTON METROLINK,0,2424
38.669237,,-90.301766,2425,NEAR SIDE PLYMOUTH AVE @ SUTTER AVE,PLYMOUTH AVE @ SUTTER AVE,0,2425
38.671039,,-90.301553,2426,NEAR SIDE SUTTER AVE @ JOSEPH AVE,SUTTER AVE @ JOSEPH AVE,0,2426
38.675188,,-90.310322,2427,NEAR SIDE PAGE AVE @ LEROY AVE,PAGE AVE @ LEROY AVE,0,2427
38.658493,,-90.208529,6356,NEAR SIDE 25TH ST @ SALISBURY ST,25TH ST @ SALISBURY ST,0,6356
38.558771,,-90.045369,12106,FAR SIDE W MAIN ST @ S 73RD ST,W MAIN ST @ S 73RD ST,0,12106
38.559563,,-90.045941,12105,FAR SIDE W MAIN ST @ S 74TH ST,W MAIN ST @ S 74TH ST,0,12105
38.561253,,-90.046892,12104,NEAR SIDE W MAIN ST @ S 76TH ST,W MAIN ST @ S 76TH ST,0,12104
38.562352,,-90.0475,12103,NEAR SIDE W MAIN ST @ S 77TH ST,W MAIN ST @ S 77TH ST,0,12103
38.661976,,-90.210233,6353,NEAR SIDE 25TH ST @ NEWHOUSE AVE,25TH ST @ NEWHOUSE AVE,0,6353
38.565222,,-90.04922,12100,NEAR SIDE W MAIN ST @ N 80TH ST,W MAIN ST @ N 80TH ST,0,12100
38.555659,,-90.041875,12109,MID-BLOCK W MAIN ST @ 6700  W MAIN ST,W MAIN ST @ 6700  W MAIN ST,0,12109
38.556976,,-90.043419,12108,NEAR SIDE W MAIN ST @ N 70TH ST,W MAIN ST @ N 70TH ST,0,12108
38.762596,,-90.258299,10160,FAR SIDE HALLS FERRY RD @ VORHOF DR,HALLS FERRY RD @ VORHOF DR,0,10160
38.608029,,-90.159409,14888,NEAR SIDE BOISEMENUE AVE @ S 15TH ST,BOISEMENUE AVE @ S 15TH ST,0,14888
38.606228,,-90.150024,14889,NEAR SIDE S 19TH ST @ MARKET ST,S 19TH ST @ MARKET ST,0,14889
38.616349,,-90.253877,1810,NEAR SIDE SHAW BLVD @ KLEMM ST,SHAW BLVD @ KLEMM ST,0,1810
38.616058,,-90.250864,1811,NEAR SIDE SHAW BLVD @ THURMAN AVE,SHAW BLVD @ THURMAN AVE,0,1811
38.615812,,-90.248233,1812,NEAR SIDE SHAW BLVD @ LAWRENCE ST,SHAW BLVD @ LAWRENCE ST,0,1812
38.615575,,-90.245521,1813,NEAR SIDE SHAW BLVD @ S 39TH ST,SHAW BLVD @ S 39TH ST,0,1813
38.589685,,-90.169746,14880,FAR SIDE NICKELL AVE @ FALLING SPRING RD,NICKELL AVE @ FALLING SPRING RD,0,14880
38.589292,,-90.169551,14881,NEAR SIDE NICKELL AVE @ FALLING SPRINGS RD,NICKELL AVE @ FALLING SPRINGS RD,0,14881
38.5501,,-90.149516,14883,NEAR SIDE CAMP JACKSON RD @ DORIS AVE,CAMP JACKSON RD @ DORIS AVE,0,14883
38.620547,,-90.156474,14884,NEAR SIDE E BROADWAY @ S 10TH ST,E BROADWAY @ S 10TH ST,0,14884
38.618173,,-90.159685,14885,NEAR SIDE S 10TH ST @ CONVERSE AVE,S 10TH ST @ CONVERSE AVE,0,14885
38.605411,,-90.151441,14886,NEAR SIDE S 19TH ST @ PIGOTT AVE,S 19TH ST @ PIGOTT AVE,0,14886
38.604557,,-90.152616,14887,FAR SIDE S 19TH ST @ TUDOR AVE,S 19TH ST @ TUDOR AVE,0,14887
38.68949,,-90.29415,14085,NEAR SIDE LUCAS-HUNT RD @ MAYWOOD AVE,LUCAS-HUNT RD @ MAYWOOD AVE,0,14085
38.68818,,-90.29358,14087,NEAR SIDE LUCAS-HUNT RD @ ST LOUIS AVE,LUCAS-HUNT RD @ ST LOUIS AVE,0,14087
38.71864,,-90.280306,14088,NEAR SIDE LUCAS-HUNT RD @ EAGLE VALLEY DR,LUCAS-HUNT RD @ EAGLE VALLEY DR,0,14088
38.636896,,-90.101967,12407,NEAR SIDE FOREST BLVD @ N 46TH ST,FOREST BLVD @ N 46TH ST,0,12407
38.637247,,-90.199203,1609,NEAR SIDE CARR DR @ SELBY PL,CARR DR @ SELBY PL,0,1609
38.71795,,-90.248092,3228,FAR SIDE MCLARAN AVE @ MORA LN,MCLARAN AVE @ MORA LN,0,3228
38.71679,,-90.243788,3225,FAR SIDE MCLARAN AVE @ TARA LN,MCLARAN AVE @ TARA LN,0,3225
38.716073,,-90.241852,3224,FAR SIDE MCLARAN AVE @ RIVERVIEW BLVD,MCLARAN AVE @ RIVERVIEW BLVD,0,3224
38.612607,,-90.319597,1975,FAR SIDE MANCHESTER RD @ SUTTON BLVD,MANCHESTER RD @ SUTTON BLVD,0,1975
38.717321,,-90.245772,3226,NEAR SIDE MCLARAN AVE @ NORTHCREST LN,MCLARAN AVE @ NORTHCREST LN,0,3226
38.715318,,-90.234735,3221,NEAR SIDE MCLARAN AVE @ NEWBY ST,MCLARAN AVE @ NEWBY ST,0,3221
38.715753,,-90.237906,3222,NEAR SIDE MCLARAN AVE @ ANNETTA AVE,MCLARAN AVE @ ANNETTA AVE,0,3222
38.682479,,-90.299119,13276,NEAR SIDE ST CHARLES ROCK RD @ LULU AVE,ST CHARLES ROCK RD @ LULU AVE,0,13276
38.68086,,-90.296013,13277,NEAR SIDE ST CHARLES ROCK RD @ LUCAS HUNT RD,ST CHARLES ROCK RD @ LUCAS HUNT RD,0,13277
38.742395,,-90.334556,6079,MID-BLOCK N HANLEY RD @ 5860 N HANLEY RD,N HANLEY RD @ 5860 N HANLEY RD,0,6079
38.741343,,-90.334593,6078,NEAR SIDE N HANLEY RD @ SCUDDER AVE,N HANLEY RD @ SCUDDER AVE,0,6078
38.61304,,-90.309382,9631,FAR SIDE SOUTHWEST AVE @ MCCAUSLAND AVE,SOUTHWEST AVE @ MCCAUSLAND AVE,0,9631
38.683856,,-90.281945,13279,NEAR SIDE ST LOUIS AVE @ KIENLEN,ST LOUIS AVE @ KIENLEN,0,13279
38.574356,,-90.408841,2849,FAR SIDE WOODBINE AVE @ CLAY AVE,WOODBINE AVE @ CLAY AVE,0,2849
38.569258,,-90.244573,4004,NEAR SIDE VIRGINIA AVE @ VERMONT AVE,VIRGINIA AVE @ VERMONT AVE,0,4004
38.68342,,-90.272048,3320,FAR SIDE GOODFELLOW BLVD @ SELBER CT,GOODFELLOW BLVD @ SELBER CT,0,3320
38.685694,,-90.271206,3321,NEAR SIDE GOODFELLOW BLVD @ NATURAL BRIDGE AVE,GOODFELLOW BLVD @ NATURAL BRIDGE AVE,0,3321
38.686541,,-90.270902,3322,FAR SIDE GOODFELLOW BLVD @ NATURAL BRIDGE AVE,GOODFELLOW BLVD @ NATURAL BRIDGE AVE,0,3322
38.632794,,-90.226749,5475,FAR SIDE COMPTON AVE @ LACLEDE AVE,COMPTON AVE @ LACLEDE AVE,0,5475
38.688376,,-90.270139,3324,NEAR SIDE GOODFELLOW BLVD @ LINCOLN WAY,GOODFELLOW BLVD @ LINCOLN WAY,0,3324
38.636079,,-90.242155,5470,NEAR SIDE LACLEDE AVE @ VANDEVENTER AVE,LACLEDE AVE @ VANDEVENTER AVE,0,5470
38.697248,,-90.266148,3328,NEAR SIDE GOODFELLOW BLVD @ STRATFORD AVE,GOODFELLOW BLVD @ STRATFORD AVE,0,3328
38.698923,,-90.265063,3329,FAR SIDE GOODFELLOW BLVD @ AMELIA AVE,GOODFELLOW BLVD @ AMELIA AVE,0,3329
38.673909,,-90.348594,13716,FAR SIDE N 82ND ST @ OLIVE BLVD,N 82ND ST @ OLIVE BLVD,0,13716
38.584734,,-89.908954,14261,NEAR SIDE E HWY 50 @ WHITEHALL DR,E HWY 50 @ WHITEHALL DR,0,14261
38.630997,,-90.221879,5478,NEAR SIDE MARKET ST @ EWING AVE,MARKET ST @ EWING AVE,0,5478
38.631074,,-90.219798,5479,MID-BLOCK MARKET ST @ 2820 MARKET ST,MARKET ST @ 2820 MARKET ST,0,5479
38.820117,,-90.239974,5519,FAR SIDE LINDBERGH @ FOX MANOR DR,LINDBERGH @ FOX MANOR DR,0,5519
38.819603,,-90.237116,5518,MID-BLOCK LINDBERGH @ OPP 6768 LINDBERGH,LINDBERGH @ OPP 6768 LINDBERGH,0,5518
38.519311,,-89.941063,11109,NEAR SIDE CARLYLE AVE @ SHADY LN,CARLYLE AVE @ SHADY LN,0,11109
38.790589,,-90.232856,5511,NEAR SIDE BENHAM RD @ SHEFFIELD DR,BENHAM RD @ SHEFFIELD DR,0,5511
38.804025,,-90.228452,5515,NEAR SIDE BENHAM RD @ LAKESIDE HILLS DR,BENHAM RD @ LAKESIDE HILLS DR,0,5515
38.8025,,-90.228584,5514,FAR SIDE BENHAM RD @ PARC CHARLENE DR,BENHAM RD @ PARC CHARLENE DR,0,5514
38.809165,,-90.228667,5517,FAR SIDE BENHAM RD @ JAMESTOWN WAY DR,BENHAM RD @ JAMESTOWN WAY DR,0,5517
38.671244,,-90.433626,3034,FAR SIDE OLIVE BLVD @ OFFICE PKWY,OLIVE BLVD @ OFFICE PKWY,0,3034
38.515994,,-89.919669,11103,,COLLEGE METROLINK STATION,0,11103
38.629227,,-90.578519,10089,MID-BLOCK CLARKSON RD @ CLARKSON WOODS DR,CLARKSON RD @ CLARKSON WOODS DR,0,10089
38.671005,,-90.438766,3036,FAR SIDE OLIVE BLVD @ CITY PLACE DR,OLIVE BLVD @ CITY PLACE DR,0,3036
38.670477,,-90.441926,3037,NEAR SIDE OLIVE BLVD @ WILL AVE,OLIVE BLVD @ WILL AVE,0,3037
38.519627,,-89.931891,11106,NEAR SIDE CARLYLE AVE @ BRADFORD PL,CARLYLE AVE @ BRADFORD PL,0,11106
38.614127,,-90.14149,14467,NEAR SIDE N 18TH ST @ ST LOUIS AVE,N 18TH ST @ ST LOUIS AVE,0,14467
38.630098,,-90.286852,3294,NEAR SIDE HAMPTON AVE @ CLAYTON AVE,HAMPTON AVE @ CLAYTON AVE,0,3294
38.67241,,-90.42789,3032,FAR SIDE OLIVE BLVD @ WOODSHIRE DR,OLIVE BLVD @ WOODSHIRE DR,0,3032
38.519623,,-89.928996,11105,FAR SIDE CARLYLE AVE @ N GREENMOUNT RD,CARLYLE AVE @ N GREENMOUNT RD,0,11105
38.568362,,-90.237506,1904,NEAR SIDE BROADWAY @ NEBRASKA AVE,BROADWAY @ NEBRASKA AVE,0,1904
38.771419,,-90.257935,6518,NEAR SIDE LANDSEER DR @ DUNN RD,LANDSEER DR @ DUNN RD,0,6518
38.769647,,-90.259718,6519,FAR SIDE PERSHALL RD @ OLD HALLS FERRY RD,PERSHALL RD @ OLD HALLS FERRY RD,0,6519
38.622866,,-89.985005,15590,FAR SIDE N ILLINOIS ST (IL ROUTE 159) @ DONALD BAILEY DR,N ILLINOIS ST (IL ROUTE 159) @ DONALD BAILEY DR,0,15590
38.649511,,-90.263656,15021,FAR SIDE MCPHERSON AVE @ KINGSHIGHWAY BLVD,MCPHERSON AVE @ KINGSHIGHWAY BLVD,0,15021
38.649406,,-90.303648,15020,NEAR SIDE HOYT DR @ THROOP DR,HOYT DR @ THROOP DR,0,15020
38.646251,,-90.261346,15023,NEAR SIDE EUCLID AVE @ PERSHING AVE,EUCLID AVE @ PERSHING AVE,0,15023
38.648436,,-90.261165,15022,NEAR SIDE MCPHERSON AVE @ EUCLID AVE,MCPHERSON AVE @ EUCLID AVE,0,15022
38.643352,,-90.261772,15025,NEAR SIDE EUCLID AVE @ LINDELL BLVD,EUCLID AVE @ LINDELL BLVD,0,15025
38.644815,,-90.261594,15024,NEAR SIDE EUCLID AVE @ MARYLAND AVE,EUCLID AVE @ MARYLAND AVE,0,15024
